"Time (ps)"	"Count rate (counts/s), channel 1"	"Count rate (counts/s), channel 2"	"Frequency (Hz), channel 1"	"Frequency (Hz), channel 2"
259740000000000	91050	84500	91051.121065262923	84277.555579187072
259760000000000	91150	84800	91072.766326543977	84719.004831800266
259780000000000	90850	84600	91081.95049025456	84787.541383574149
259800000000000	91000	84800	90821.716797627349	84691.719748659074
259820000000000	91100	84550	91121.92457134671	84650.49559455397
259840000000000	91200	84900	91163.722758956879	84859.201569417623
259860000000000	91000	84600	91046.844868593311	84726.299825106427
259880000000000	90950	84300	90951.603387673022	84196.777635400766
259900000000000	91300	84500	91217.397289006825	84396.822798833789
259920000000000	91000	84750	91066.511861921361	84768.946748019924
259940000000000	91050	84450	90961.973799044077	84423.068740282295
259960000000000	91100	84400	91074.187858557765	84412.946994055383
259980000000000	91050	83900	91158.069995537895	84269.182145236511
260000000000000	91350	84150	91132.853157308244	83961.045721790899
260020000000000	91100	84500	91342.973719653848	84355.643235782147
260040000000000	91250	84400	91143.701535177388	84561.078473096233
260060000000000	91000	84650	91156.409751186846	84287.208673126413
260080000000000	90850	84450	90890.266552326721	84680.399748500262
260100000000000	91150	84350	91030.675662237671	84483.028104578625
260120000000000	91350	84450	91208.065448540714	84290.384471576748
260140000000000	91250	84950	91304.404600355367	84747.532218741631
260160000000000	91100	84200	91177.369126268823	84609.678055863464
260180000000000	90950	84350	90958.96171843815	84434.802793940937
260200000000000	91350	84600	91163.856015530619	84344.421289257123
260220000000000	90850	84650	91097.694169433773	84501.871632387163
260240000000000	90850	84650	90859.555744932019	84606.145686865231
260260000000000	90850	84600	90849.867025786836	84812.400057679057
260280000000000	91100	84450	91051.432486751219	84505.810102388699
260300000000000	91300	84300	91158.877115911731	84483.599699275073
260320000000000	91000	84550	91143.017977341122	84355.592679665569
260340000000000	90850	84650	90975.338307393686	84598.705530754858
260360000000000	91100	84750	90957.420829126262	84700.115547131281
260380000000000	90950	84750	91029.506880292582	84698.631765028273
260400000000000	91000	84350	90931.824565838848	84585.289768860472
260420000000000	91150	84150	91078.051496862012	84199.109135669714
260440000000000	91150	84650	91241.99160643424	84359.360878276726
260460000000000	91000	83850	90956.127183587232	84308.096855090451
260480000000000	90900	84600	90872.573748113922	84139.000238007357
260500000000000	91050	84200	91002.138239448366	84368.203124546882
260520000000000	91000	84850	91130.881241400901	84731.439150807113
260540000000000	91050	84000	90983.658823611302	84305.19393220295
260560000000000	91150	84550	91152.109065355267	84353.150253753513
260580000000000	91150	84500	91208.677134537618	84481.743562580858
260600000000000	90950	84500	90971.200074143038	84588.229442171301
260620000000000	91150	84200	91043.789716599276	84225.081571411953
260640000000000	91300	84550	91310.159139110008	84372.020371881037
260660000000000	90950	84600	90983.045509756193	84649.151883622268
260680000000000	91100	84650	91056.274434391511	84408.80782853032
260700000000000	90950	84600	90978.137760287864	85043.100272461306
260720000000000	90800	84800	90806.149423119161	84322.767029654671
260740000000000	91350	84050	91116.755517466911	84463.840365569122
260760000000000	91000	84100	91243.106513904539	83882.666701973736
260780000000000	91050	84350	91062.034812763464	84438.486685135271
260800000000000	91200	84750	91107.867291047616	84578.06558099408
260820000000000	91000	84250	91080.111016456227	84522.433785245579
260840000000000	91000	84200	91021.902057402112	84379.628272185379
260860000000000	91050	84250	91114.954584520732	84110.807693820621
260880000000000	90800	84250	90913.795215312319	84142.599404756897
260900000000000	91000	84250	90819.264373046783	84407.681978033128
260920000000000	91200	83950	91171.677481914157	84079.332810334046
260940000000000	91000	84450	91007.716788966645	84179.043406890676
260960000000000	91050	84750	91068.72418042463	84391.761362536403
260980000000000	91050	84150	90973.386815095058	84561.846303493498
261000000000000	90850	84750	91018.458183129129	84454.650915951701
261020000000000	90900	84300	90872.557870174496	84610.012773810347
261040000000000	91000	83800	90948.310941579228	83996.017583116743
261060000000000	91300	84750	91235.303687107094	84292.381683563464
261080000000000	90850	84550	91055.391644210293	84686.66839088405
261100000000000	90950	84400	90864.579157822242	84508.324929385446
261120000000000	91100	84350	91097.742224961767	84302.382447104668
261140000000000	90700	84350	90775.97617988252	84396.569027993377
261160000000000	91150	84150	91027.361210174116	84598.231487397599
261180000000000	90950	84400	90925.019074647906	84016.378732597848
261200000000000	91100	84450	91083.086107806987	84407.359497566576
261220000000000	91000	84550	91038.359032293971	84499.309805987345
261240000000000	90600	84850	90742.654907152726	84654.672339727564
261260000000000	91200	84650	90903.176709823136	84729.268727833347
261280000000000	91250	84800	91221.59175423994	84603.912382950133
261300000000000	91150	84650	91230.02058083826	84730.744997385482
261320000000000	91150	84000	91232.580121502557	84448.478561252166
261340000000000	91050	84900	91005.07056164206	84372.233069029011
261360000000000	91000	84550	91071.832654807702	84885.273070038209
261380000000000	90900	84100	90868.592509526337	84232.769726708371
261400000000000	91250	84300	91076.797402879005	84229.142724225676
261420000000000	90800	84150	91214.768341044241	84438.862207916856
261440000000000	91100	84200	90863.970105606277	83824.393779587714
261460000000000	90700	84300	90966.565071241683	84543.205046997216
261480000000000	91150	84300	90773.018407570256	84107.890988579544
261500000000000	90900	84550	91023.556579111522	84500.807641020394
261520000000000	91400	84550	91234.267102118698	84328.398303058988
261540000000000	91050	84650	91048.735665343003	84666.616048374577
261560000000000	90850	84400	91044.768139007705	84392.296651953569
261580000000000	90650	84600	90763.871285618094	84555.958815925012
261600000000000	91300	84600	91075.1573103962	84768.994915516756
261620000000000	90750	84300	90919.053842744484	84396.003082874973
261640000000000	90750	83950	90814.962851463322	84114.916244435502
261660000000000	90950	84600	90861.34268968126	84203.513012683688
261680000000000	90900	84250	90984.891652290942	84485.725974928384
261700000000000	91150	84350	90941.473279473823	84191.336751994939
261720000000000	90950	84300	90998.101405713271	84415.340911368839
261740000000000	91400	84300	91190.643850673208	84157.290484857745
261760000000000	90850	84350	91160.032646569758	84526.970532120758
261780000000000	91150	84050	90988.839399241289	84064.123805613446
261800000000000	91200	84750	91149.971404930111	84461.253278021264
261820000000000	90850	84050	90989.87738711662	84261.264327753321
261840000000000	91200	84050	91052.906869751183	84263.081375373469
261860000000000	91150	84500	91111.323691467056	84391.837353703755
261880000000000	90950	84300	91133.328076805643	84261.405849590359
261900000000000	91200	84400	91118.251044247256	84387.844467290008
261920000000000	91150	84800	91208.213507295106	84589.011925005907
261940000000000	91150	84100	91199.282022977393	84626.644940376951
261960000000000	91050	84750	91106.132652982633	84297.677838023505
261980000000000	90800	84350	90848.02963195226	84547.431625625308
262000000000000	90900	84500	90874.576659160637	84360.469745931361
262020000000000	91150	84800	90909.679984055096	84653.740960269177
262040000000000	91100	84350	91185.104541548644	84681.024366412516
262060000000000	91100	84300	91024.472482324592	84235.270941989205
262080000000000	90800	84500	91024.092823511819	84235.13741070863
262100000000000	90850	84200	90689.410972781057	84532.578081435757
262120000000000	91150	84200	91131.910824584673	84238.125835172337
262140000000000	91150	84250	91105.850690923893	84194.485347134367
262160000000000	91100	84450	91179.679392734441	84344.274484485475
262180000000000	90950	84100	91027.90516989294	84302.35828482933
262200000000000	90950	84400	90986.969501167405	84391.156846509621
262220000000000	91050	85000	90999.58219464049	84602.035071271879
262240000000000	91000	84350	90949.584849317267	84545.761113890752
262260000000000	90900	84400	91014.230405012611	84497.688981676663
262280000000000	90750	84900	90855.458534829595	84668.236000349469
262300000000000	91150	84450	90802.357798874858	84508.959111128861
262320000000000	90750	84150	90848.603140792824	84204.695128657506
262340000000000	91100	84600	91102.824079170052	84462.337249474396
262360000000000	90550	83950	90793.366401126652	84204.404531471155
262380000000000	90950	84050	90724.965504068852	84067.445466387231
262400000000000	91050	84400	90986.159267543189	84353.771966095126
262420000000000	91300	84550	91269.922444519878	84344.882200383974
262440000000000	90850	84450	91128.610370367067	84614.741049262419
262460000000000	90850	84300	90862.373178032576	84374.359467847098
262480000000000	91100	85000	90853.702358241702	84627.976684190988
262500000000000	91000	84800	91032.080615112354	84817.869827740782
262520000000000	91100	84250	91077.698294547343	84401.812959857707
262540000000000	90950	84450	91039.540600938606	84435.170298996847
262560000000000	91050	84350	91002.942719398954	84484.258169236535
262580000000000	91250	85050	91085.375215881038	84658.369242640445
262600000000000	91250	84600	91227.84803477244	84824.023241248971
262620000000000	90900	84850	91159.817273249268	84619.009695633722
262640000000000	91050	84400	90922.951341041553	84825.260704743385
262660000000000	91100	84650	91101.708117811038	84432.365769372293
262680000000000	91000	84400	91083.137993140932	84582.71339166809
262700000000000	90950	84650	91080.422910584428	84525.201373539428
262720000000000	90950	84300	90868.144163466292	84602.70281622099
262740000000000	91150	84750	90979.457042028487	84533.912680732814
262760000000000	90900	84300	91121.999454434874	84555.132781615277
262780000000000	90850	84400	90844.072708660402	84296.748781870876
262800000000000	91100	84150	91013.439690482308	84085.37337628266
262820000000000	91100	84550	91126.87586852425	84543.908941391041
262840000000000	91150	84500	91101.106984212965	84310.198713507809
262860000000000	91200	84600	91059.717702682057	84556.33866967744
262880000000000	91250	84050	91272.987294070961	84376.525332251869
262900000000000	90850	84250	91004.437629032327	84220.903673403795
262920000000000	91200	84550	91044.292491242202	84270.751354912238
262940000000000	91100	84450	91177.926412536966	84504.180284189846
262960000000000	91050	83950	91063.932596398008	84496.167521563882
262980000000000	91200	84500	91174.159288109819	84051.603195424846
263000000000000	90900	84000	91070.342178213294	84255.001656726381
263020000000000	91100	84550	90988.923132300028	84276.574953338612
263040000000000	91000	84550	91010.838473244105	84510.027224095204
263060000000000	91000	84400	91051.420913235692	84427.199723897924
263080000000000	90950	84850	90887.315193593808	84709.864189973028
263100000000000	91000	84500	91003.302648059762	84570.25105859965
263120000000000	91150	83950	90988.717031350621	84327.259641457364
263140000000000	90950	84350	91089.360417186123	83922.731029925868
263160000000000	90700	84400	90842.819200131358	84533.233240092217
263180000000000	90800	84200	90792.099808189305	84247.97166831806
263200000000000	91000	84400	90950.892253250044	84351.291829018912
263220000000000	91400	85000	91134.335785036645	84886.651530658462
263240000000000	91100	84400	91306.867363906815	84429.668052397668
263260000000000	91150	84250	91127.778009918053	84383.693753578671
263280000000000	90800	85150	90904.771114252973	84869.338599039431
263300000000000	90850	84550	90838.230774569485	84716.013278155879
263320000000000	90950	84600	90897.9218670837	84652.233087122848
263340000000000	91050	84350	90975.443988826519	84191.069396164909
263360000000000	90900	84250	91014.663947434456	84555.494714800283
263380000000000	91150	84500	90980.257923531128	84199.42951246431
263400000000000	91150	84400	91123.722096664642	84568.167693681637
263420000000000	90950	84550	91159.906183782208	84417.909254514161
263440000000000	91100	85200	91043.643263869133	84802.632067006838
263460000000000	91000	84200	90973.049781813548	84846.431518052006
263480000000000	91050	84000	91042.882625383398	84322.918558475023
263500000000000	91000	84800	91137.229296120335	84276.459879231465
263520000000000	91100	84300	91039.084649638447	84590.219666566118
263540000000000	90950	84550	91009.119902182254	84448.522798823687
263560000000000	91100	84500	90977.662449743104	84440.076856018626
263580000000000	91000	84250	91043.316933968672	84264.847231281383
263600000000000	91000	84450	90885.023846749464	84442.949822000883
263620000000000	90900	84750	90963.575065315468	84558.048204051869
263640000000000	90900	83950	90949.398720318422	84145.128471788426
263660000000000	91050	84300	90916.936903288559	84238.928268992429
